creative_data_id,creative_data_title,creative_data_description,creative_data_duration,creative_data_lifetime_spend_estimated,creative_data_lifetime_airings_count,creative_data_airing_date_first_et,creative_data_airing_date_last_et,speech
2962688,30s Turn It Up [T2] - 2962688,"As three Toyota vehicles drive through sunny city streets with Outkast's ""Hey Ya"" playing over the speakers, Toyota says today is the perfect day to turn up your style. During the Today's the Day Event, the company offers special financing on select models.",30,2071.37,10,2020-09-06T14:45:57-04:00,2020-09-30T01:50:05-04:00,"12, get $1500 cash back plus $500 bonus cash for a total savings of $2000 on the All Wheel Drive Camry or get 0% apr financing Toyota. Let's go places."
2352149,30s More Standard Features [T2] - 2352149,"Toyota introduces the redesigned 2019 model of its classic RAV4 SUV. With more standard features than the competition, Toyota says that the best-selling SUV in America just got better. The automaker encourages you to see for yourself what the RAV4 can do for you.",30,20710.18,10,2019-09-25T22:14:48-04:00,2019-11-30T00:18:56-05:00,"With this kind of style, this kind of power and this kind of attitude. There's nothing in the way of adventure, introducing the all new completely redesigned 2019 Toyota RAV four, the best selling SUV in America just upped it by giving you more standard features than anything else out there. Leaving the competition in the rear view in the new RAV four. There's nothing in your way for all Toyota offers. Go to buy at Toyota dot com. Toyota. Let's go places."
2505718,30s Reign Over LA - 2505718,Basketball player Kawhi Leonard shows off his ride as he drives around LA. He displays his skills with a basketball and his New Balance kicks.,30,117674.19,10,2019-10-31T00:08:54-04:00,2019-12-26T03:57:42-05:00,Way new have come on.
3004458,30s Refuse to Compromise: Boxing [T1] - 3004458,"When a little girl is turned away from a boxing club and told to ""try dancing instead,"" her mother gives her a pep-talk using their car as an example. Mom didn't settle when she picked the powerful, stylish Nissan Sentra, and her daughter shouldn't either. When the two arrive back at the boxing club, the daughter gets out of the car and marches in with renewed confidence.",30,49322.81,10,2020-11-04T04:48:06-05:00,2020-11-15T02:03:19-05:00,"He said I should try dancing instead, but that's not what you want. You know what our family never settles. We go all in like this Nissan Sentra. It has power, it has style, it doesn't compromise. Let's get back in there, let's do. It. Refused to compromise the radically redesigned Nissan Sentra."
1707220,30s Just Getting Started - 1707220,"When an XFINITY representative offers to explain the brand's products to a mom and daughter, the little girl is one step ahead of him, finishing all of his sentences explaining the Internet plans, pricing and savings. When he admits she's good, she replies, ""I'm just getting started,"" and moonwalks away.",30,27671.92,9,2018-02-26T04:58:34-05:00,2018-02-28T07:58:34-05:00,"Welcome to the Xfinity Store. I can tell you both taking your DVR shows anywhere like on the Pony. Yeah, and free internet. It's the fastest and you can save by, by getting up to five mobile lines included. Whoa, you're good. I'm just getting started. Simple, easy. Awesome. Get started with Xfinity TV, internet and voice for 79 99 a month and upgrade for twice the speed free for two years. Plus you can add X one DVR service free for a year, click call or visit us today."
2506189,30s Holiday Sale: Style and Function - 2506189,"During the Rooms to Go Kids Holiday Sale, customers can get discounts on kids beds designed for both style and function. The store will also be offering discounts on complete bedrooms and interest-free financing.",30,144449.04,9,2019-11-01T16:56:10-04:00,2019-11-21T07:58:43-05:00,"Holiday sale at rooms to go kids savings time on epic kids' beds big on style and function starting as low as $195 get super sale prices on awesome bunking loft beds go upholstered beds, slay beds, go bookcase beds, day beds, storage beds or score great savings on complete bedrooms in a ton of go to styles. Plus get interest refinancing now at the rooms to go kids and teens holiday sales."
2755227,30s We Are Here For You [T2] - 2755227,Toyota says its family stretches to every corner of the country and promises that it will be there for you now and during the better times ahead. The automaker says its service centers are open and is offering a 90-day deferred first payment on every new Toyota for a limited time.,30,1581.88,9,2020-04-01T11:59:46-04:00,2020-04-07T19:29:18-04:00,"Toyota's family stretches to every corner of this country so you can trust us to be here for you as we remain committed to supporting our community. Because the Toyota family is stronger together. This is our pledge. We are here for you now and in all the better days ahead, Toyota."
2259242,30s Born to Drive Sales Event: Born to Drive [T2] - 2259242,"MINI USA says its vehicles weren't born ordinary, it was born extraordinary with more power and more fun. It was born to start and drive, leaving everyone else behind in the dust. During the company's Born to Drive Sales Event, MINI USA is offering deals on select models.",30,43704.13,8,2019-06-01T12:09:22-04:00,2019-06-02T01:42:24-04:00,"Minnie wasn't born ordinary. Minnie was born extraordinary with more power for more fun. Minnie was born to do. The only thing we ever wanted to do, drive to hit stop and just go fast and far around town and around heads to leave everyone in the dust and leave rubber on the road. There's a mini in every size. Get yours today with up to 17 50 off select models at Seattle Mi in Lake City and Northwest mini in Tacoma."
3124938,30s Big Finish 2020: One of Our Own [T2] - 3124938,"Jeep believes that owners of its vehicles are part of a community that have love of adventure and spirit in common. Now, it wants to treat this community as one of its own by offering Employee Pricing for All during the Big Finish Event. For a limited time, customers can receive Employee Pricing or special leasing on select models.",30,1501.33,8,2020-12-19T19:28:51-05:00,2020-12-28T04:00:20-05:00,"Jeep is more than a legendary Suv brand. It's a community. We share a love of adventure, we share a spirit and now we're sharing our employee price with you, treating you like one of our own because that's exactly what you are employee pricing at the Jeep big finish event. Get employee pricing for all or well qualified returning Grand Cherokee lessees can lease the 2021 Grand Cherokee for 2 79 a month."
3264190,30s Truck Month: Final Days: One Show You Don't Want to Miss [T2] - 3264190,"With Ford Truck Month coming to its final days, the automaker encourages you to not miss this show. Customers are invited to take advantage of the last chance to enjoy special deals on Ranger, Super Duty and F-150 models. During the event, Ford offers special savings on select 2021 F-150 models.",30,3802.55,8,2021-03-21T01:09:37-04:00,2021-03-21T23:56:57-04:00,"Texas, the final days are here and that means Ford truck month is coming to a close. It's your last chance to get a great deal on Ford Ranger Ford Super duty and the All new 2021 Ford F 150. So hurry because this is one show you don't want to miss during the final days, drive F 150 starting at 37 955 plus 90 days. No payments plus earn complimentary maintenance. Hurry in to your best in Texas Ford dealer."
3326009,"30s Fast, Fresh Ice and Water - 3326009",Bosch has its  QuickIcePro System to keep up with your daily ice needs from cold drinks to ice packs and pure water.,30,4492,8,2021-05-17T05:31:59-04:00,2021-07-31T05:43:30-04:00,The quick ice pro system from Bosch for the fastest freshest tasting ice and water enjoy advanced ultra pure filtration on the industry's fastest refrigerator ice maker. A part of the Bosch refrigerator collection. Bosch invented for life visit. Albert Lee appliance or shop online at Albert Lee dot Biz.
